Order Number,CustomerID,Sales Channel,Order Date,Order Shipping Country,Order Items Gross,Order Shipping Gross GBP,Order Gross Total GBP,Order Net Total GBP,Order Status,Order Shipping Service,Order Discount Code
#0007514,1836,Gymshark USA Shopify Store,15/07/2015,New Zealand,12.72,3.85,16.57,16.57,fulfilled,Express Tracked New Zealand Shipping,LEX10
#0012789,1837,Gymshark IE Shopify Store,14/05/2019,Ireland,43.33,0,43.33,35.23,Billed,Standard (2-3 Working Days),
#0009577,1839,Gymshark UK Shopify Store,27/01/2019,United Kingdom,30,4,34,28.33,Billed,Standard (2 Working Days),
#0010663,1841,Gymshark USA Shopify Store,10/12/2018,United States,0,0,0,0,Billed,Express (1-3 Working Days),FAULTY
#0002926,1842,Gymshark UK Shopify Store,23/11/2018,United Kingdom,35.6,0,35.6,29.67,Billed,Standard (2 Working Days),
#0007366,1843,Gymshark ROW Shopify Store,20/08/2018,Spain,36.88,7.07,43.95,36.32,Billed,Standard (7-14 Working Days),
#0002401,1843,Gymshark EU Shopify Store,28/09/2018,Spain,55.03,8.01,63.04,52.1,Billed,Standard (3-5 Working Days),
#0006740,1844,Gymshark Manual Order,16/01/2018,United States,97.17,0,97.17,97.17,Billed,Standard (7-14 Working Days),
#0008228,1845,Gymshark EU Shopify Store,13/11/2016,Germany,67.83,0,67.83,57,fulfilled,Standard (3-5 Working Days),
#0012139,1845,Gymshark DE Shopify Store,11/10/2017,Germany,110.91,0,110.91,93.2,Billed,Standard (3-5 Working Days),
#0005059,1845,Gymshark DE Shopify Store,20/11/2017,Germany,53.32,0,53.32,44.82,Billed,Standard (3-5 Working Days),
#0010525,1845,Gymshark DE Shopify Store,15/02/2018,Germany,43.03,4.44,47.47,39.89,Billed,Standard (3-5 Working Days),
#0011037,1845,Gymshark DE Shopify Store,11/10/2018,Germany,91.75,0,91.75,77.1,Billed,Standard (2-3 Working Days),
#0002544,1846,Gymshark FIN Shopify Store,19/11/2018,Finland,99.96,0,99.96,80.61,Billed,Standard (4-7 Working Days),
#0004832,1846,Gymshark FIN Shopify Store,26/11/2018,Finland,35.84,4.43,40.27,32.47,Billed,Standard (4-7 Working Days),
#0003760,1847,Gymshark USA Shopify Store,15/04/2019,United States,114.75,0,114.75,114.75,Billed,Standard (4-7 Working Days),
#0002693,1848,Gymshark EU Shopify Store,11/01/2019,Netherlands,90.32,0,90.32,74.64,Billed,Express (1-2 Working Days),
#0003490,1849,Gymshark USA Shopify Store,03/07/2017,United States,59.25,0,59.25,59.25,fulfilled,Standard (7-14 Working Days),USWELCOME-B6CT77SD
#0012048,1849,Gymshark USA Shopify Store,19/11/2018,United States,71.52,0,71.52,71.52,Billed,Standard (4-7 Working Days),
#0013671,1849,Gymshark USA Shopify Store,19/11/2018,United States,33.03,3.9,36.93,36.93,Billed,Standard (4-7 Working Days),
#0001538,1850,Gymshark UK Shopify Store,08/02/2018,United Kingdom,36,0,36,30,Billed,Standard (3-5 Working Days),
#0009005,1851,Gymshark ROW Shopify Store,26/11/2016,Australia,78.83,7.24,86.06,86.06,fulfilled,Standard (7-14 Working Days),
#0012201,1853,Gymshark UK Shopify Store,21/04/2018,United Kingdom,26.6,4,30.6,25.5,Billed,Standard (3-5 Working Days),
#0005628,1855,Gymshark UK Shopify Store,27/02/2018,United Kingdom,24,4,28,23.33,Billed,Standard (3-5 Working Days),
#0007497,1857,Gymshark USA Shopify Store,18/05/2017,United States,136.12,0,136.12,136.12,fulfilled,Express (1-2 Working Days),
#0007455,1857,Gymshark USA Shopify Store,25/05/2017,United States,35.58,7.73,43.31,43.31,fulfilled,Standard (7-14 Working Days),
#0007690,1857,Gymshark USA Shopify Store,08/06/2017,United States,78.16,0,78.16,78.16,Unfulfilled,Standard (7-14 Working Days),
#0006286,1857,Gymshark USA Shopify Store,13/07/2017,United States,129.2,0,129.2,129.2,fulfilled,Express (1-2 Working Days),
#0004258,1857,Gymshark USA Shopify Store,25/08/2017,United States,61.22,0,61.22,61.22,fulfilled,Standard (7-14 Working Days),
#0001851,1857,Gymshark USA Shopify Store,14/09/2017,United States,192.36,0,192.36,192.36,Billed,Express (1-2 Working Days),
#0009363,1857,Gymshark USA Shopify Store,20/11/2017,United States,150.32,0,150.32,150.32,Billed,Standard (7-14 Working Days),
#0005332,1857,Gymshark USA Shopify Store,26/01/2018,United States,77.57,0,77.57,77.57,Billed,Standard (7-14 Working Days),
#0009854,1857,Gymshark USA Shopify Store,26/01/2018,United States,84.62,0,84.62,84.62,Billed,Standard (7-14 Working Days),
#0007083,1857,Gymshark USA Shopify Store,26/01/2018,United States,78.28,0,78.28,78.28,Billed,Standard (7-14 Working Days),
#0002543,1857,Gymshark USA Shopify Store,01/02/2018,United States,105.69,0,105.69,105.69,Billed,Failed Shipment Mapping,
#0007415,1857,Gymshark USA Shopify Store,21/11/2018,United States,53.82,3.91,57.73,57.73,Billed,Standard (4-7 Working Days),
#0012109,1858,Gymshark UK Shopify Store,29/04/2015,United Kingdom,16.99,2.99,19.98,16.65,fulfilled,Royal Mail Tracked 24,
#0000716,1860,Gymshark USA Shopify Store,09/06/2017,United States,37.28,7.82,45.1,45.1,fulfilled,Standard (7-14 Working Days),USWELCOME-F9FETBFT
#0002616,1861,Gymshark UK Shopify Store,19/08/2017,United Kingdom,61.8,0,61.8,51.5,fulfilled,Standard (3-5 Working Days),
#0005526,1861,Gymshark UK Shopify Store,20/11/2017,United Kingdom,78.4,0,78.4,65.33,Billed,Standard (3-5 Working Days),
#0012661,1866,Gymshark USA Shopify Store,26/04/2018,United States,21.51,7.17,28.68,28.68,Billed,Standard (7-14 Working Days),
#0008106,1867,Gymshark UK Shopify Store,27/11/2017,United Kingdom,16,4,20,16.66,Billed,Standard (3-5 Working Days),
#0002286,1870,Gymshark UK Shopify Store,13/09/2018,United Kingdom,16,4,20,16.66,Billed,Standard (2 Working Days),
#0009224,1871,Gymshark USA Shopify Store,02/04/2019,United States,103.29,0,103.29,103.29,Billed,Standard (4-7 Working Days),AFUSSB10-Y5D9KF
#0000783,1871,Gymshark USA Shopify Store,17/04/2019,United States,68.94,0,68.94,68.94,Billed,Standard (4-7 Working Days),AFUSSB10-EB55UB
#0005790,1872,Gymshark AUS Shopify Store,13/11/2018,Australia,53.75,5.6,59.35,53.95,Billed,Standard (7-14 Working Days),
#0012069,1874,Gymshark USA Shopify Store,31/01/2019,United States,74.63,0,74.63,74.63,Billed,Standard (4-7 Working Days),
#0001921,1874,Gymshark USA Shopify Store,05/02/2019,United States,34.51,3.83,38.34,38.34,Billed,Standard (4-7 Working Days),
#0004437,1877,Gymshark UK Shopify Store,03/01/2019,United Kingdom,100,0,100,83.33,Billed,Next Working Day,
#0000580,1880,Gymshark UK Shopify Store,19/11/2018,United Kingdom,91.44,0,91.44,64.5,Closed,Standard (2 Working Days),AFSBUK10-WBJYB6
#0006446,1881,Gymshark USA Shopify Store,17/03/2016,Canada,17.57,7.02,24.59,24.59,fulfilled,Shipping,
#0009718,1882,Gymshark UK Shopify Store,27/11/2015,United Kingdom,48.46,2.5,50.96,42.47,fulfilled,Shipping,
#0011006,1882,Gymshark UK Shopify Store,18/05/2016,United Kingdom,22.82,2.49,25.31,21.09,fulfilled,Shipping,
#0008159,1882,Gymshark UK Shopify Store,13/07/2016,United Kingdom,15.67,3.33,19,15.83,fulfilled,Shipping,
#0000500,1887,Gymshark USA Shopify Store,02/07/2018,United States,96.99,11.38,108.37,108.37,Billed,Failed Shipment Mapping,
#0005392,1888,Gymshark UK Shopify Store,15/01/2018,United Kingdom,28.8,6,34.8,29,Billed,Next Working Day,AFF10VCJAN
#0014203,1888,Gymshark UK Shopify Store,22/03/2018,United Kingdom,0,4,11,3.33,Closed,Standard (3-5 Working Days),BEN90
#0012144,1889,Gymshark USA Shopify Store,01/03/2017,United States,12.4,8.11,20.51,20.51,fulfilled,Standard (7-14 Working Days),USWELCOME-33D6CF4E
#0010950,1893,Gymshark EU Shopify Store,24/07/2018,Switzerland,30.33,8.03,38.36,38.36,Billed,Standard (3-5 Working Days),
#0008404,1896,Gymshark USA Shopify Store,21/05/2018,United States,58.95,0,58.95,58.95,Billed,Standard (7-14 Working Days),SBUS10-6YXJFC
#0004655,1897,Gymshark UK Shopify Store,26/12/2016,United Kingdom,44,0,44,36.67,fulfilled,Express Next Day,
#0005485,1897,Gymshark UK Shopify Store,08/06/2017,United Kingdom,122,0,122,101.67,fulfilled,Standard (3-5 Working Days),
#0004633,1899,Gymshark UK Shopify Store,04/12/2015,United Kingdom,20.49,2.49,22.98,19.15,fulfilled,Shipping,
#0007107,1899,Gymshark UK Shopify Store,16/12/2015,United Kingdom,25.48,2.5,27.98,23.32,fulfilled,Shipping,
#0006856,1899,Gymshark UK Shopify Store,04/06/2016,United Kingdom,39.83,2.49,42.32,35.27,fulfilled,Shipping,
#0000637,1899,Gymshark UK Shopify Store,19/11/2016,United Kingdom,26.6,4,30.6,25.5,fulfilled,Standard (3-5 Working Days),
#0013734,1899,Gymshark UK Shopify Store,02/11/2017,United Kingdom,34.2,4,38.2,31.83,Billed,Standard (3-5 Working Days),35AFF
#0011368,1899,Gymshark UK Shopify Store,24/11/2017,United Kingdom,80,0,80,66.67,Billed,Standard (3-5 Working Days),
#0009940,1899,Gymshark UK Shopify Store,30/05/2018,United Kingdom,64,0,64,53.34,Billed,Standard (3-5 Working Days),
#0000635,1899,Gymshark UK Shopify Store,31/05/2018,United Kingdom,16,4,20,16.66,Billed,Standard (3-5 Working Days),
#0000518,1899,Gymshark UK Shopify Store,23/11/2018,United Kingdom,40.6,0,40.6,33.83,Billed,Standard (2 Working Days),
#0000493,1901,Gymshark UK Shopify Store,21/11/2017,United Kingdom,17,4,21,17.5,Billed,Standard (3-5 Working Days),
#0002244,1902,Gymshark USA Shopify Store,15/01/2019,United States,33.49,3.89,37.38,37.38,Billed,Standard (4-7 Working Days),
#0007243,1903,Gymshark DE Shopify Store,05/05/2019,Germany,29.76,0,29.76,25.01,Billed,Standard (2-3 Working Days),
#0013144,1904,Gymshark USA Shopify Store,11/02/2018,Canada,27.49,7.24,34.73,34.73,Billed,Standard (7-14 Working Days),
#0001122,1906,Gymshark EU Shopify Store,31/01/2017,Netherlands,65.97,0,65.97,54.52,fulfilled,Standard (3-5 Working Days),
#0013218,1906,Gymshark EU Shopify Store,03/08/2017,Netherlands,83.79,0,83.79,69.25,fulfilled,Standard (3-5 Working Days),
#0008680,1906,Gymshark EU Shopify Store,06/01/2019,Netherlands,76.08,0,76.08,62.88,Billed,Standard (2-3 Working Days),
#0004020,1907,Gymshark USA Shopify Store,20/11/2018,United States,28,3.89,31.89,31.89,Billed,Standard (4-7 Working Days),
#0009744,1908,Gymshark UK Shopify Store,16/06/2017,United Kingdom,48,0,48,40,fulfilled,Standard (3-5 Working Days),
#0001672,1908,Gymshark UK Shopify Store,09/07/2017,United Kingdom,181.8,0,181.8,151.5,fulfilled,Standard (3-5 Working Days),
#0011070,1909,Gymshark DE Shopify Store,11/07/2018,Germany,37.27,8.87,46.14,38.77,Billed,Express (1-2 Working Days),
#0003845,1914,Gymshark EU Shopify Store,27/09/2015,Finland,36.49,6.1,42.59,34.35,fulfilled,Shipping,
#0006852,1914,Gymshark EU Shopify Store,23/04/2016,Finland,70.64,5.94,76.58,61.76,fulfilled,Shipping,
#0000424,1914,Gymshark FIN Shopify Store,14/01/2019,Finland,44.65,4.46,49.11,39.6,Billed,Standard (4-7 Working Days),
#0012810,1915,Gymshark USA Shopify Store,16/02/2019,United States,62.52,0,62.52,62.52,Billed,Standard (7-14 Working Days),
#0012697,1915,Gymshark USA Shopify Store,08/05/2019,United States,19.12,7.65,26.77,26.77,Billed,Standard (7-14 Working Days),
#0007581,1918,Gymshark USA Shopify Store,20/11/2017,United States,31.21,7.58,38.79,38.79,Billed,Standard (7-14 Working Days),
#0003408,1918,Gymshark USA Shopify Store,28/02/2018,United States,153.93,0,153.93,153.93,Billed,Failed Shipment Mapping,
#0003019,1918,Gymshark USA Shopify Store,12/04/2018,United States,62.04,10.58,72.62,72.62,Billed,Failed Shipment Mapping,
#0014180,1918,Gymshark USA Shopify Store,26/04/2018,United States,48.75,10.76,59.51,59.51,Billed,Failed Shipment Mapping,
#0004121,1918,Gymshark USA Shopify Store,15/05/2018,United States,120.34,0,120.34,120.34,Billed,Failed Shipment Mapping,US-SORRY-9NF6EQ
#0002522,1918,Gymshark USA Shopify Store,21/05/2018,United States,66.98,11.16,78.14,78.14,Billed,Failed Shipment Mapping,
#0007905,1918,Gymshark USA Shopify Store,21/05/2018,United States,102.7,11.16,113.86,113.86,Billed,Failed Shipment Mapping,
#0011596,1918,Gymshark USA Shopify Store,25/10/2018,United States,38.79,3.88,42.67,42.67,Billed,Standard (4-7 Working Days),
#0002420,1919,Gymshark USA Shopify Store,16/12/2018,United States,127.12,0,127.12,127.12,Billed,Express (1-3 Working Days),
#0010502,1920,Gymshark USA Shopify Store,05/07/2018,United States,50.73,7.57,58.3,58.3,Billed,Standard (7-14 Working Days),
#0013211,1924,Gymshark USA Shopify Store,13/07/2017,United States,70.75,0,70.75,70.75,fulfilled,Standard (7-14 Working Days),
#0005755,1927,Gymshark ROW Shopify Store,10/02/2018,India,23.15,6.51,29.66,29.66,Billed,Standard (7-14 Working Days),
#0013046,1927,Gymshark ROW Shopify Store,04/03/2018,India,52.21,12.33,64.54,64.54,Billed,Express (2-4 Working Days),
#0011674,1931,Gymshark USA Shopify Store,07/08/2016,,29.79,7.63,37.42,37.42,fulfilled,Shipping,
#0003491,1932,Gymshark UK Shopify Store,05/03/2019,United Kingdom,36,0,36,30,Billed,Standard (2 Working Days),
#0000641,1935,Gymshark FRA Shopify Store,09/12/2018,France,44.76,0,44.76,37.3,Billed,Standard (2-3 Working Days),
#0006544,1936,Gymshark UK Shopify Store,24/11/2017,United Kingdom,19.6,4,23.6,19.66,Billed,Standard (3-5 Working Days),
#0003740,1936,Gymshark UK Shopify Store,30/01/2019,United Kingdom,15,6,21,17.5,Billed,Next Working Day (free over £50),
#0009652,1937,Gymshark USA Shopify Store,26/01/2018,United States,42.82,7,49.82,49.82,Billed,Standard (7-14 Working Days),SBUS10-XVX23D
#0006562,1940,Gymshark UK Shopify Store,05/09/2016,United Kingdom,126.87,5,131.87,109.89,fulfilled,Shipping,
#0000224,1940,Gymshark UK Shopify Store,19/09/2016,United Kingdom,0,0,0,0,fulfilled,Standard (3-5 Working Days),RETURN
#0002280,1940,Gymshark UK Shopify Store,10/11/2017,United Kingdom,84,0,84,70,Billed,Standard (3-5 Working Days),
#0013417,1940,Gymshark UK Shopify Store,04/07/2018,United Kingdom,28,4,32,26.66,Billed,Standard (3-5 Working Days),
#0004423,1943,Gymshark USA Shopify Store,08/03/2017,United States,29.19,8.11,37.3,37.3,fulfilled,Standard (7-14 Working Days),
#0004116,1944,Gymshark USA Shopify Store,19/11/2017,United States,67.34,0,67.34,67.34,Billed,Standard (7-14 Working Days),75AFF
#0001848,1944,Gymshark USA Shopify Store,15/05/2018,United States,109.06,0,109.06,109.06,Billed,Standard (7-14 Working Days),
#0002063,1946,Gymshark USA Shopify Store,08/04/2019,United States,38.3,11.49,49.79,49.79,Billed,Express (1-3 Working Days),
#0003352,1947,Gymshark ROW Shopify Store,26/06/2018,New Zealand,179.19,0,179.19,179.19,Billed,Express (2-4 Working Days),
#0012637,1947,Gymshark ROW Shopify Store,31/07/2018,New Zealand,70.87,12.95,83.82,83.82,Billed,Express (2-4 Working Days),
#0014218,1947,Gymshark ROW Shopify Store,06/10/2018,New Zealand,88.43,12.96,101.39,101.39,Billed,Express (2-4 Working Days),
#0003632,1948,Gymshark FIN Shopify Store,12/03/2019,Finland,42.62,4.25,46.87,37.79,Billed,Standard (4-7 Working Days),
#0000192,1949,Gymshark USA Shopify Store,20/04/2018,United States,60.63,0,60.63,60.63,Billed,Standard (7-14 Working Days),AF90SAVE
#0011516,1949,Gymshark USA Shopify Store,10/06/2018,United States,22.38,11.19,33.57,33.57,Billed,Failed Shipment Mapping,
#0006338,1951,Gymshark UK Shopify Store,05/10/2018,United Kingdom,50,0,50,41.66,Billed,Next Working Day,
#0004426,1954,Gymshark UK Shopify Store,19/11/2018,United Kingdom,51.8,0,51.8,43.17,Billed,Standard (2 Working Days),
#0002605,1959,Gymshark USA Shopify Store,30/10/2016,United States,84.8,0,84.8,84.8,unfulfilled,Standard,
#0005500,1959,Gymshark USA Shopify Store,17/12/2016,United States,153.78,0,153.78,153.78,fulfilled,Express (1-2 Working Days),
#0007567,1959,Gymshark USA Shopify Store,28/03/2017,United States,35.67,12.16,47.84,47.84,fulfilled,Express (1-2 Working Days),
#0010220,1961,Gymshark USA Shopify Store,19/11/2018,United States,32.26,3.9,36.16,36.16,Billed,Standard (4-7 Working Days),
#0004873,1964,Gymshark USA Shopify Store,22/02/2019,United States,34.51,3.84,38.35,38.35,Billed,Standard (4-7 Working Days),AFSBUS10-D9PCH7
#0003704,1964,Gymshark USA Shopify Store,23/03/2019,United States,31.34,3.79,35.13,35.13,Billed,Standard (4-7 Working Days),AFUSSB10-N335MP
#0011085,1965,Gymshark USA Shopify Store,15/04/2017,Canada,76.31,0,76.31,76.31,fulfilled,Standard (7-14 Working Days),USWELCOME-T9BAABB9
#0013039,1966,Gymshark UK Shopify Store,20/11/2017,United Kingdom,61.2,0,61.2,51,Billed,Standard (3-5 Working Days),
#0003499,1968,Gymshark DE Shopify Store,14/10/2018,Germany,56.59,0,56.59,47.55,Billed,Standard (2-3 Working Days),
#0012197,1968,Gymshark DE Shopify Store,15/12/2018,Germany,85.34,0,85.34,71.71,Billed,Standard (2-3 Working Days),
#0010961,1968,Gymshark DE Shopify Store,18/04/2019,Germany,134.22,0,134.22,112.8,Billed,Express (1-2 Working Days),
#0001497,1969,Gymshark USA Shopify Store,10/08/2015,United States,16.03,3.84,19.88,19.88,fulfilled,USA Standard Mail,
#0010349,1972,Gymshark NOR Shopify Store,08/12/2018,Norway,105.76,0,105.76,86.65,Billed,Standard (3-5 Working Days),
#0006895,1972,Gymshark NOR Shopify Store,07/01/2019,Norway,104.91,0,104.91,85.96,Billed,Standard (3-5 Working Days),
#0004156,1974,Gymshark UK Shopify Store,29/03/2019,United Kingdom,30,4,34,28.33,Billed,Standard (2 Working Days),
#0011772,1975,Gymshark USA Shopify Store,02/07/2015,United Kingdom,5.78,1.92,7.7,6.42,fulfilled,UK Standard Mail,STTV10
#0010086,1975,Gymshark UK Shopify Store,17/02/2017,United Kingdom,56,6,62,51.67,fulfilled,Express Next Day,
#0009567,1975,Gymshark UK Shopify Store,31/07/2017,United Kingdom,34,4,38,31.67,fulfilled,Standard (3-5 Working Days),
#0010464,1975,Gymshark UK Shopify Store,06/07/2018,United Kingdom,17.6,4,21.6,18,Billed,Standard (3-5 Working Days),
#0004489,1975,Gymshark UK Shopify Store,06/09/2018,United Kingdom,20,4,24,20,Billed,Standard (2 Working Days),
#0003585,1976,Gymshark USA Shopify Store,08/12/2017,United States,59.79,0,59.79,59.79,Billed,Standard (7-14 Working Days),
#0013768,1976,Gymshark USA Shopify Store,07/03/2018,United States,57.58,0,57.58,57.58,Billed,Standard (7-14 Working Days),
#0003476,1978,Gymshark UK Shopify Store,19/11/2018,United Kingdom,27.8,4,31.8,26.5,Billed,Standard (2 Working Days),
#0005920,1979,Gymshark UK Shopify Store,25/11/2016,United Kingdom,40.6,0,40.6,33.83,fulfilled,Standard (3-5 Working Days),
#0013354,1981,Gymshark FIN Shopify Store,19/11/2018,Finland,73.76,0,73.76,30.82,Closed,Standard (4-7 Working Days),
#0013900,1981,Gymshark FIN Shopify Store,19/11/2018,Finland,35.55,0,35.55,28.67,Billed,Standard (4-7 Working Days),
#0003405,1983,Gymshark USA Shopify Store,31/05/2015,United States,48.54,3.88,52.42,52.42,fulfilled,USA Express Tracked Shipping,
#0006558,1983,Gymshark USA Shopify Store,03/07/2015,United States,20.23,8.35,28.58,28.58,fulfilled,USA DHL Express,BMT10
#0012102,1983,Gymshark USA Shopify Store,21/08/2015,United States,69.27,0,69.27,69.27,fulfilled,Shipping,
#0004326,1983,Gymshark USA Shopify Store,03/11/2015,United States,86.05,0,86.05,86.05,fulfilled,Shipping,
#0005186,1983,Gymshark USA Shopify Store,11/11/2015,United States,35.51,6.57,42.08,42.08,fulfilled,Shipping,
#0002643,1983,Gymshark USA Shopify Store,20/11/2015,United States,70.37,0,70.37,70.37,fulfilled,Shipping,
#0012519,1983,Gymshark USA Shopify Store,30/11/2015,United States,59.01,6.57,65.59,65.59,fulfilled,Shipping,
#0003461,1983,Gymshark USA Shopify Store,27/03/2016,United States,83.63,9.13,92.76,92.76,fulfilled,Shipping,
#0005362,1983,Gymshark USA Shopify Store,21/08/2017,United States,30.84,11.57,42.41,42.41,fulfilled,Express (1-2 Working Days),
#0002896,1983,Gymshark USA Shopify Store,30/05/2018,United States,113.19,0,113.19,113.19,Billed,Failed Shipment Mapping,
#0008590,1983,Gymshark Manual Order,09/11/2018,United States,0,0,0,0,Billed,Free shipping - Internal,
#0005806,1984,Gymshark UK Shopify Store,20/11/2017,United Kingdom,16,4,20,16.66,Billed,Standard (3-5 Working Days),
#0003328,1984,Gymshark UK Shopify Store,07/04/2018,United Kingdom,37,0,37,30.83,Billed,Standard (3-5 Working Days),
#0003326,1984,Gymshark UK Shopify Store,16/10/2018,United Kingdom,25,4,29,24.16,Billed,Standard (2 Working Days),
#0004965,1984,Gymshark UK Shopify Store,20/11/2018,United Kingdom,26.4,4,30.4,25.33,Billed,Standard (2 Working Days),
#0011036,1986,Gymshark EU Shopify Store,11/11/2017,Italy,243.95,0,243.95,199.96,Billed,Standard (3-5 Working Days),
#0009496,1988,Gymshark FIN Shopify Store,16/12/2018,Finland,53.9,4.49,58.39,47.09,Billed,Standard (4-7 Working Days),
