Order Number,CustomerID,Item Quantity,Item SKU,Item Subtotal (Inc Disc),Item Discount GBP,Item Gross Total GBP,Item Tax Value GBP,Item Net Total GBP
#0000344,1058,0,STANDARD (4-7 WORKING DAYS),3.8,0,3.8,0,3.8
#0000345,1009,0,STANDARD (2 WORKING DAYS),0,0,0,0,0
#0000346,1073,0,STANDARD (2-3 WORKING DAYS),4.37,0,4.37,0.7,3.67
#0000347,7520,0,STANDARD (4-7 WORKING DAYS),0,0,0,0,0
#0000349,8842,0,STANDARD (4-7 WORKING DAYS),0,0,0,0,0
#0000350,5259,0,UNDEFINED,0,0,0,0,0
#0000351,1768,0,STANDARD (4-7 WORKING DAYS),4.4,0,4.4,0.85,3.55
#0000354,1344,0,NEXT WORKING DAY,6,0,6,1,5
#0000355,3607,0,STANDARD (7-14 WORKING DAYS),0,0,0,0,0
#0000358,4963,0,UNDEFINED,10.89,1.09,9.8,0,10.89
#0000359,4308,0,STANDARD (2 WORKING DAYS),0,0,0,0,0
#0000360,372,0,STANDARD (7-14 WORKING DAYS),0,0,0,0,0
#0000361,1080,0,UNDEFINED,11.28,0,11.28,0,11.28
#0000362,915,0,STANDARD (4-7 WORKING DAYS),3.88,0,3.88,0,3.88
#0000363,1336,0,STANDARD (4-7 WORKING DAYS),0,0,0,0,0
#0000364,3807,0,STANDARD (7-14 WORKING DAYS),0,0,0,0,0
#0000368,495,0,STANDARD (7-14 WORKING DAYS),0,0,0,0,0
#0000372,7895,0,UNDEFINED,0,0,0,0,0
#0000373,6122,0,STANDARD (3-5 WORKING DAYS),4.76,0,4.76,0.95,3.81
#0000374,2738,0,STANDARD (2-3 WORKING DAYS),4.44,0,4.44,0.71,3.73
#0000375,9247,0,STANDARD (2 WORKING DAYS),0,0,0,0,0
#0000379,2892,0,NEXT WORKING DAY,0,0,0,0,0
#0000382,8851,0,STANDARD (4-7 WORKING DAYS),3.79,0,3.79,0,3.79
#0000389,2085,0,STANDARD (2 WORKING DAYS),0,0,0,0,0
#0000390,6604,0,CA DUTY,17.13,1.71,15.42,0,15.42
#0000390,6604,0,CA TAX,16.82,1.68,15.14,0,15.14
#0000390,6604,0,STANDARD (5-10 WORKING DAYS),0,0,0,0,0
#0000391,3627,0,STANDARD (7-14 WORKING DAYS),5.72,0,5.72,0,5.72
#0000394,354,0,STANDARD (3-5 WORKING DAYS),0,0,0,0,0
#0000399,2301,0,STANDARD (4-7 WORKING DAYS),0,0,0,0,0
#0000401,5714,0,EXPRESS (1-2 WORKING DAYS),11.41,0.84,10.57,0,11.41
#0000403,5740,0,EXPRESS (1-3 WORKING DAYS),11.63,0,11.63,0,11.63
#0000407,7463,0,STANDARD (7-14 WORKING DAYS),5.46,0,5.46,0.5,4.96
#0000408,2460,0,STANDARD (7-14 WORKING DAYS),7.12,0,7.12,0,7.12
#0000409,5482,0,STANDARD (2 WORKING DAYS),4,0,4,0.67,3.33
#0000412,9827,0,STANDARD (7-14 WORKING DAYS),7.45,0.75,6.71,0,7.45
#0000415,5511,0,STANDARD (2 WORKING DAYS),0,0,0,0,0
#0000416,1249,0,STANDARD (4-7 WORKING DAYS),3.81,0,3.81,0,3.81
#0000417,6191,0,NEXT WORKING DAY,0,0,0,0,0
#0000418,783,0,STANDARD (3-6 WORKING DAYS),11.69,0,11.69,0,11.69
#0000419,9415,0,STANDARD (4-7 WORKING DAYS),3.9,0,3.9,0,3.9
#0000421,1584,0,STANDARD (2 WORKING DAYS),0,0,0,0,0
#0000422,2540,0,STANDARD (2-3 WORKING DAYS),4.49,0,4.49,0.72,3.77
#0000423,5998,0,UNDEFINED,11.22,0,11.22,0,11.22
#0000424,1914,0,STANDARD (4-7 WORKING DAYS),4.46,0,4.46,0.86,3.6
#0000425,2301,0,STANDARD (4-7 WORKING DAYS),3.93,0,3.93,0,3.93
#0000426,2606,0,STANDARD (7-14 WORKING DAYS),0,0,0,0,0
#0000432,2040,0,STANDARD (3-5 WORKING DAYS),0,0,0,0,0
#0000432,2040,0,NOR DUTY,9.39,0,9.39,0,9.39
#0000434,9607,0,STANDARD (7-14 WORKING DAYS),7.46,0,7.46,0,7.46
#0000437,108,0,STANDARD (2 WORKING DAYS),4,0,4,0.67,3.33
#0000438,822,0,STANDARD (7-14 WORKING DAYS),0,0,0,0,0
#0000439,4887,0,STANDARD (4-7 WORKING DAYS),3.91,0,3.91,0,3.91
#0000440,4654,0,STANDARD (7-14 WORKING DAYS),5.65,0,5.65,0.51,5.14
#0000441,5024,0,STANDARD (7-14 WORKING DAYS),7.62,0,7.62,0,7.62
#0000442,4895,0,STANDARD (3-5 WORKING DAYS),3.34,0,3.34,0.67,2.67
#0000442,4895,0,NOR DUTY,2.77,0,2.77,0,2.77
#0000444,5053,0,CA DUTY,7.64,0,7.64,0,7.64
#0000444,5053,0,CA TAX,2.51,0,2.51,0,2.51
#0000444,5053,0,STANDARD (5-10 WORKING DAYS),2.92,0,2.92,0,2.92
#0000447,1722,0,STANDARD (2 WORKING DAYS),4,0,4,0.67,3.33
#0000448,4668,0,STANDARD (2-3 WORKING DAYS),0,0,0,0,0
#0000449,7056,0,EXPRESS (1-3 WORKING DAYS),11.88,0,11.88,0,11.88
#0000450,3607,0,STANDARD (4-7 WORKING DAYS),0,0,0,0,0
#0000451,4700,0,STANDARD (3-5 WORKING DAYS),4,0,4,0.67,3.33
#0000454,5712,0,STANDARD (4-7 WORKING DAYS),0,0,0,0,0
#0000456,6970,0,STANDARD (3-5 WORKING DAYS),0,0,0,0,0
#0000457,8150,0,EXPRESS (2-4 WORKING DAYS),0,0,0,0,0
#0000459,404,0,STANDARD (7-14 WORKING DAYS),0,0,0,0,0
#0000460,3797,0,STANDARD (4-7 WORKING DAYS),0,0,0,0,0
#0000461,5081,0,UNDEFINED,5.5,0,5.5,0.5,5
#0000463,5583,0,FREE SHIPPING,0,0,0,0,0
#0000470,7863,0,STANDARD (7-14 WORKING DAYS),5.7,0,5.7,0.52,5.18
#0000474,9641,0,STANDARD (7-14 WORKING DAYS),7.05,0,7.05,0,7.05
#0000475,7613,0,STANDARD (3-5 WORKING DAYS),0,0,0,0,0
#0000476,9494,0,STANDARD (7-14 WORKING DAYS),0,0,0,0,0
#0000478,8661,0,STANDARD (2-3 WORKING DAYS),0,0,0,0,0
#0000481,2336,0,STANDARD (7-14 WORKING DAYS),0,0,0,0,0
#0000484,4218,0,STANDARD (3-5 WORKING DAYS),0,0,0,0,0
#0000485,2830,0,STANDARD (7-14 WORKING DAYS),0,0,0,0,0
#0000486,4794,0,NEXT WORKING DAY,0,0,0,0,0
#0000487,4561,0,STANDARD (2 WORKING DAYS),4,0,4,0.67,3.33
#0000489,8775,0,NEXT WORKING DAY,6,0,6,1,5
#0000490,7412,0,EXPRESS (1-3 WORKING DAYS),11.88,0,11.88,0,11.88
#0000491,1624,0,STANDARD (7-14 WORKING DAYS),5.75,0,5.75,0,5.75
#0000493,1901,0,STANDARD (3-5 WORKING DAYS),4,0,4,0.67,3.33
#0000494,7978,0,UNDEFINED,5.5,0,5.5,0.5,5
#0000496,2838,0,STANDARD (3-5 WORKING DAYS),0,0,0,0,0
#0000498,5039,0,STANDARD (7-14 WORKING DAYS),0,0,0,0,0
#0000499,6021,0,STANDARD (2 WORKING DAYS),0,0,0,0,0
#0000500,1887,0,UNDEFINED,11.38,0,11.38,0,11.38
#0000501,110,0,NEXT WORKING DAY (FREE OVER £50),6,0,6,1,5
#0000502,7186,0,UNDEFINED,11.35,0,11.35,0,11.35
#0000503,3560,0,STANDARD (4-7 WORKING DAYS),3.84,0,3.84,0,3.84
#0000504,3782,0,NEXT WORKING DAY,0,0,0,0,0
#0000505,1572,0,STANDARD (7-14 WORKING DAYS),7.16,0,7.16,0,7.16
#0000510,9068,0,STANDARD (3-5 WORKING DAYS),4.11,0,4.11,0.82,3.29
#0000510,9068,0,NOR DUTY,2.64,0,2.64,0,2.64
#0000512,6768,0,STANDARD (3-5 WORKING DAYS),0,0,0,0,0
#0000515,9961,0,STANDARD (4-7 WORKING DAYS),0,0,0,0,0
#0000516,7374,0,STANDARD (7-14 WORKING DAYS),0,0,0,0,0
#0000517,8008,0,STANDARD (4-7 WORKING DAYS),3.85,0.38,3.47,0,3.85
#0000518,1899,0,STANDARD (2 WORKING DAYS),0,0,0,0,0
#0000520,9392,0,STANDARD (7-14 WORKING DAYS),7.17,0,7.17,0,7.17
#0000522,533,0,STANDARD (2-3 WORKING DAYS),0,0,0,0,0
#0000523,5914,0,STANDARD (3-5 WORKING DAYS),0,0,0,0,0
#0000525,1516,0,STANDARD (4-7 WORKING DAYS),0,0,0,0,0
#0000527,3237,0,STANDARD (3-5 WORKING DAYS),4,0,4,0.67,3.33
#0000530,8967,0,STANDARD (7-14 WORKING DAYS),0,0,0,0,0
#0000532,1173,0,EXPRESS (2-4 WORKING DAYS),0,0,0,0,0
#0000532,1173,0,EXPRESS (2-4 WORKING DAYS),0,0,0,0,0
#0000533,3449,0,EXPRESS (1-2 WORKING DAYS),0,0,0,0,0
#0000534,4897,0,STANDARD (7-14 WORKING DAYS),0,0,0,0,0
#0000535,251,0,STANDARD (7-14 WORKING DAYS),6.48,0.65,5.83,0,6.48
#0000540,5875,0,STANDARD (2 WORKING DAYS),4,0.4,3.6,0.6,3.33
#0000542,3697,0,NEXT WORKING DAY,0,0,0,0,0
#0000548,1373,0,STANDARD (4-7 WORKING DAYS),3.79,0,3.79,0,3.79
#0000550,4844,0,STANDARD (2-3 WORKING DAYS),0,0,0,0,0
#0000554,4191,0,STANDARD (7-14 WORKING DAYS),7.58,0,7.58,0,7.58
#0000559,8361,0,NEXT WORKING DAY,0,0,0,0,0
#0000560,4524,0,EXPRESS (1-3 WORKING DAYS),0,0,0,0,0
#0000560,4524,0,SHIPPING COST,11.53,1.15,10.38,0,11.53
#0000561,8088,0,STANDARD (4-7 WORKING DAYS),3.9,0,3.9,0,3.9
#0000566,2161,0,NEXT WORKING DAY,0,0,0,0,0
#0000567,1794,0,STANDARD (4-7 WORKING DAYS),0,0,0,0,0
#0000569,5205,0,STANDARD (3-5 WORKING DAYS),4.14,0,4.14,0.83,3.31
#0000569,5205,0,NOR DUTY,6.64,0,6.64,0,6.64
#0000572,1779,0,STANDARD (3-5 WORKING DAYS),0,0,0,0,0
#0000576,7857,0,STANDARD (7-14 WORKING DAYS),7.25,0,7.25,0,7.25
#0000579,8638,0,UNDEFINED,10.76,0,10.76,0,10.76
#0000580,1880,0,STANDARD (2 WORKING DAYS),0,0,0,0,0
#0000581,8331,0,CA DUTY,15.98,0,15.98,0,15.98
#0000581,8331,0,CA TAX,5.24,0,5.24,0,5.24
#0000581,8331,0,STANDARD (5-10 WORKING DAYS),0,0,0,0,0
#0000585,7613,0,STANDARD (3-5 WORKING DAYS),0,0,0,0,0
#0000586,1785,0,CA DUTY,14.32,0,14.32,0,14.32
#0000586,1785,0,CA TAX,4.68,0,4.68,0,4.68
#0000586,1785,0,STANDARD (5-10 WORKING DAYS),0,0,0,0,0
#0000587,599,0,STANDARD (2-3 WORKING DAYS),0,0,0,0,0
#0000588,6729,0,STANDARD (7-14 WORKING DAYS),7.08,0,7.08,0,7.08
#0000591,2260,0,STANDARD (3-5 WORKING DAYS),0,0,0,0,0
#0000592,6170,0,STANDARD (4-7 WORKING DAYS),0,0,0,0,0
#0000594,4591,0,STANDARD (3-5 WORKING DAYS),0,0,0,0,0
#0000595,6497,0,UNDEFINED,10.79,0,10.79,0,10.79
#0000599,8689,0,STANDARD (7-14 WORKING DAYS),0,0,0,0,0
#0000602,6469,0,STANDARD (7-14 WORKING DAYS),6.82,0,6.82,0,6.82
#0000604,9359,0,STANDARD (7-14 WORKING DAYS),0,0,0,0,0
#0000606,7083,0,STANDARD (7-14 WORKING DAYS),7.25,0,7.25,0,7.25
#0000608,105,0,STANDARD (4-7 WORKING DAYS),3.89,0,3.89,0,3.89
#0000609,3194,0,UNDEFINED,10.92,0,10.92,0,10.92
#0000610,8659,0,STANDARD (4-7 WORKING DAYS),0,0,0,0,0
#0000614,4602,0,STANDARD (3-5 WORKING DAYS),7.92,0,7.92,1.38,6.54
#0000617,5290,0,STANDARD (7-14 WORKING DAYS),7.48,0,7.48,0,7.48
#0000620,2116,0,NEXT WORKING DAY,0,0,0,0,0
#0000623,9611,0,EXPRESS (2-4 WORKING DAYS),11.47,0,11.47,0,11.47
#0000623,9611,0,EXPRESS (2-4 WORKING DAYS),11.47,0,11.47,0,11.47
#0000624,7549,0,STANDARD (3-5 WORKING DAYS),4,0,4,0.67,3.33
#0000626,6505,0,EXPRESS (2-4 WORKING DAYS),0,0,0,0,0
#0000632,7382,0,STANDARD (7-14 WORKING DAYS),5.74,0,5.74,0,5.74
#0000633,9449,0,STANDARD (2 WORKING DAYS),4,0,4,0.67,3.33
#0000634,8264,0,STANDARD (7-14 WORKING DAYS),7.56,0,7.56,0,7.56
#0000635,1899,0,STANDARD (3-5 WORKING DAYS),4,0,4,0.67,3.33
#0000639,8366,0,UNDEFINED,0,0,0,0,0
#0000640,5637,0,EXPRESS (1-3 WORKING DAYS),0,0,0,0,0
#0000641,1935,0,STANDARD (2-3 WORKING DAYS),0,0,0,0,0
#0000647,4596,0,NEXT WORKING DAY,0,0,0,0,0
#0000648,8852,0,STANDARD (3-5 WORKING DAYS),0,0,0,0,0
#0000652,9881,0,STANDARD (3-5 WORKING DAYS),0,0,0,0,0
#0000656,4649,0,STANDARD (7-14 WORKING DAYS),5.69,0,5.69,0,5.69
#0000657,4770,0,STANDARD (3-5 WORKING DAYS),4,0,4,0.67,3.33
#0000658,5105,0,STANDARD (3-5 WORKING DAYS),7.9,0,7.9,1.37,6.53
#0000659,9508,0,STANDARD (7-14 WORKING DAYS),7.58,0,7.58,0,7.58
#0000661,2376,0,UNDEFINED,0,0,0,0,0
#0000664,714,0,STANDARD (4-7 WORKING DAYS),3.82,0,3.82,0,3.82
#0000667,4324,0,STANDARD (3-5 WORKING DAYS),7.91,0,7.91,1.37,6.54
#0000668,3810,0,STANDARD (2 WORKING DAYS),0,0,0,0,0
#0000669,3732,0,NEXT WORKING DAY,6,0,6,1,5
#0000670,382,0,STANDARD (3-5 WORKING DAYS),0,0,0,0,0
#0000670,382,0,NOR DUTY,8.92,0,8.92,0,8.92
#0000671,4257,0,STANDARD (3-5 WORKING DAYS),0,0,0,0,0
#0000673,7003,0,NEXT WORKING DAY,0,0,0,0,0
#0000677,9392,0,STANDARD (7-14 WORKING DAYS),7.41,0.74,6.67,0,7.41
#0000679,1001,0,STANDARD (4-7 WORKING DAYS),0,0,0,0,0
#0000682,6487,0,UNDEFINED,11.39,0,11.39,0,11.39
#0000684,8920,0,EXPRESS (1-3 WORKING DAYS),0,0,0,0,0
#0000685,1117,0,EXPRESS (2-4 WORKING DAYS),0,0,0,0,0
#0000687,3878,0,STANDARD (2 WORKING DAYS),0,0,0,0,0
#0000687,3878,0,SHIPPING COST,0,0,0,0,0
#0000688,9091,0,STANDARD (4-7 WORKING DAYS),3.92,0,3.92,0,3.92
#0000689,8025,0,STANDARD (4-7 WORKING DAYS),3.9,0,3.9,0,3.9
#0000691,7742,0,UNDEFINED,11.77,0,11.77,0,11.77
#0000697,8992,0,STANDARD (7-14 WORKING DAYS),7.58,0,7.58,0,7.58
#0000701,2599,0,UNDEFINED,11.38,0,11.38,0,11.38
#0000703,5659,0,STANDARD (3-5 WORKING DAYS),4,0,4,0.67,3.33
#0000704,60,0,STANDARD (3-5 WORKING DAYS),0,0,0,0,0
#0000709,2376,0,EXPRESS (1-3 WORKING DAYS),0,0,0,0,0
#0000710,3500,0,STANDARD (4-7 WORKING DAYS),3.77,0,3.77,0,3.77
#0000711,3869,0,STANDARD (3-5 WORKING DAYS),8.03,0,8.03,1.28,6.75
#0000713,3666,0,STANDARD (3-5 WORKING DAYS),0,0,0,0,0
#0000714,9930,0,EXPRESS (1-3 WORKING DAYS),11.46,0,11.46,0,11.46
#0000720,5243,0,STANDARD (3-5 WORKING DAYS),0,0,0,0,0
#0000725,3613,0,STANDARD (7-14 WORKING DAYS),0,0,0,0,0
#0000727,6708,0,STANDARD (4-7 WORKING DAYS),0,0,0,0,0
#0000728,3974,0,STANDARD (7-14 WORKING DAYS),6.8,0,6.8,0,6.8
#0000730,8884,0,STANDARD (2 WORKING DAYS),4,0,4,0.67,3.33
#0000734,3493,0,STANDARD (2-3 WORKING DAYS),0,0,0,0,0
#0000736,2809,0,STANDARD (7-14 WORKING DAYS),0,0,0,0,0
#0000738,184,0,STANDARD (4-7 WORKING DAYS),0,0,0,0,0
#0000741,3363,0,NEXT WORKING DAY,6,0,6,1,5
#0000744,6908,0,STANDARD (3-5 WORKING DAYS),0,0,0,0,0
#0000745,3974,0,EXPRESS (2-4 WORKING DAYS),12.9,0,12.9,0,12.9
#0000746,2937,0,STANDARD (7-14 WORKING DAYS),0,0,0,0,0
#0000748,3065,0,STANDARD (4-7 WORKING DAYS),3.83,0,3.83,0,3.83
#0000749,5889,0,STANDARD (7-14 WORKING DAYS),5.73,0,5.73,0,5.73
#0000749,5889,0,STANDARD (7-14 WORKING DAYS),5.75,0,5.75,0,5.75
#0000751,2575,0,STANDARD (3-5 WORKING DAYS),0,0,0,0,0
#0000751,2575,0,NOR DUTY,10.27,0,10.27,0,10.27
#0000753,5625,0,NEXT WORKING DAY,0,0,0,0,0
#0000756,732,0,STANDARD (7-14 WORKING DAYS),7.51,0,7.51,0,7.51
#0000757,4796,0,STANDARD (3-5 WORKING DAYS),4,0,4,0.67,3.33
#0000758,2589,0,STANDARD (2 WORKING DAYS),0,0,0,0,0
#0000759,36,0,STANDARD (3-5 WORKING DAYS),4,0,4,0.67,3.33
#0000760,1822,0,STANDARD (7-14 WORKING DAYS),0,0,0,0,0
#0000762,1117,0,STANDARD (7-14 WORKING DAYS),0,0,0,0,0
#0000763,9348,0,STANDARD (7-14 WORKING DAYS),7.63,0.76,6.87,0,7.63
#0000767,4001,0,STANDARD (7-14 WORKING DAYS),0,0,0,0,0
#0000769,8211,0,STANDARD (4-7 WORKING DAYS),0,0,0,0,0
#0000770,6267,0,STANDARD (2 WORKING DAYS),0,0,0,0,0
#0000770,6267,0,SHIPPING COST,5,0,5,0,5
#0000771,6497,0,STANDARD (7-14 WORKING DAYS),0,0,0,0,0
#0000772,9633,0,STANDARD (3-5 WORKING DAYS),4,0,4,0.67,3.33
#0000777,7730,0,STANDARD (4-7 WORKING DAYS),3.79,0.38,3.41,0,3.79
#0000778,6833,0,STANDARD (4-7 WORKING DAYS),0,0,0,0,0
#0000783,1871,0,STANDARD (4-7 WORKING DAYS),0,0,0,0,0
#0000785,206,0,STANDARD (4-7 WORKING DAYS),0,0,0,0,0
#0000786,4774,0,NEXT WORKING DAY,0,0,0,0,0
#0000788,9448,0,STANDARD (4-7 WORKING DAYS),3.88,0.39,3.49,0,3.88
#0000789,7537,0,STANDARD (3-5 WORKING DAYS),3.34,0,3.34,0.67,2.67
#0000789,7537,0,NOR DUTY,2.59,0,2.59,0,2.59
#0000791,891,0,STANDARD (3-5 WORKING DAYS),0,0,0,0,0
#0000793,3088,0,STANDARD (4-7 WORKING DAYS),0,0,0,0,0
#0000799,7368,0,STANDARD (2 WORKING DAYS),0,0,0,0,0
#0000800,5553,0,STANDARD (7-14 WORKING DAYS),0,0,0,0,0
#0000802,310,0,EXPRESS (1-3 WORKING DAYS),11.48,0,11.48,0,11.48
#0000803,7110,0,STANDARD (3-5 WORKING DAYS),0,0,0,0,0
#0000804,9217,0,STANDARD (3-5 WORKING DAYS),0,0,0,0,0
#0000805,9118,0,NEXT WORKING DAY,0,0,0,0,0
#0000806,4348,0,STANDARD (3-5 WORKING DAYS),0,0,0,0,0
#0000809,3497,0,UNDEFINED,11.38,0,11.38,0,11.38
#0000811,1034,0,STANDARD (2-3 WORKING DAYS),0,0,0,0,0
#0000814,3617,0,STANDARD (7-14 WORKING DAYS),0,0,0,0,0
#0000816,7922,0,STANDARD (3-5 WORKING DAYS),0,0,0,0,0
#0000818,4903,0,STANDARD (7-14 WORKING DAYS),5.49,0,5.49,0.5,4.99
#0000820,931,0,STANDARD (3-5 WORKING DAYS),0,0,0,0,0
#0000821,9523,0,STANDARD (7-14 WORKING DAYS),0,0,0,0,0
#0000823,8780,0,STANDARD (7-14 WORKING DAYS),0,0,0,0,0
#0000824,1735,0,STANDARD (3-5 WORKING DAYS),0,0,0,0,0
#0000826,7922,0,STANDARD (3-5 WORKING DAYS),4,0.13,3.86,0.64,3.33
#0000827,1735,0,STANDARD (3-5 WORKING DAYS),0,0,0,0,0
#0000829,3131,0,STANDARD (3-5 WORKING DAYS),0,0,0,0,0
#0000830,4510,0,STANDARD (4-7 WORKING DAYS),0,0,0,0,0
#0000837,2226,0,STANDARD (2-3 WORKING DAYS),4.46,0,4.46,0.71,3.75
#0000838,4250,0,STANDARD (4-7 WORKING DAYS),4.3,0.43,3.87,0.75,3.47
#0000840,4157,0,STANDARD (7-14 WORKING DAYS),7.85,0.78,7.07,0,7.85
#0000841,5562,0,STANDARD (3-5 WORKING DAYS),0,0,0,0,0
#0000843,7718,0,STANDARD (4-7 WORKING DAYS),3.91,0,3.91,0,3.91
#0000845,8081,0,STANDARD (3-5 WORKING DAYS),0,0,0,0,0
#0000846,8157,0,STANDARD (3-5 WORKING DAYS),0,0,0,0,0
#0000846,8157,0,NOR DUTY,7.43,0,7.43,0,7.43
#0000850,7842,0,STANDARD (2 WORKING DAYS),0,0,0,0,0
#0000851,7755,0,STANDARD (4-7 WORKING DAYS),3.83,0,3.83,0,3.83
#0000853,8665,0,STANDARD (2-3 WORKING DAYS),0,0,0,0,0
#0000856,6842,0,STANDARD (7-14 WORKING DAYS),7.21,0,7.21,0,7.21
#0000858,9465,0,STANDARD (4-7 WORKING DAYS),0,0,0,0,0
#0000859,2481,0,UNDEFINED,11.46,0,11.46,0,11.46
#0000862,2713,0,EXPRESS (1-3 WORKING DAYS),0,0,0,0,0
#0000863,5558,0,STANDARD (4-7 WORKING DAYS),0,0,0,0,0
#0000867,8756,0,STANDARD (3-5 WORKING DAYS),4,0,4,0.67,3.33
#0000868,1549,0,NEXT WORKING DAY,6,0,6,1,5
#0000869,6184,0,STANDARD (4-7 WORKING DAYS),3.93,0,3.93,0,3.93
#0000871,7685,0,STANDARD (4-7 WORKING DAYS),3.9,0.39,3.51,0,3.9
#0000874,3223,0,EXPRESS (1-2 WORKING DAYS),11.3,0,11.3,0,11.3
#0000875,3064,0,NEXT WORKING DAY,0,0,0,0,0
#0000880,6389,0,STANDARD (3-5 WORKING DAYS),0,0,0,0,0
#0000887,8353,0,STANDARD (3-5 WORKING DAYS),4.6,0,4.6,0.92,3.68
#0000888,7066,0,STANDARD (7-14 WORKING DAYS),0,0,0,0,0
#0000889,8779,0,EXPRESS (1-2 WORKING DAYS),0,0,0,0,0
#0000890,5749,0,STANDARD (4-7 WORKING DAYS),0,0,0,0,0
#0000890,5749,0,SHIPPING COST,3.83,0.38,3.45,0,3.83
#0000892,6086,0,STANDARD (2-3 WORKING DAYS),0,0,0,0,0
#0000893,4290,0,STANDARD (3-5 WORKING DAYS),0,0,0,0,0
#0000895,1442,0,UNDEFINED,0,0,0,0,0
#0000898,4652,0,STANDARD (3-5 WORKING DAYS),0,0,0,0,0
#0000900,2970,0,STANDARD (2-3 WORKING DAYS),0,0,0,0,0
#0000901,9812,0,STANDARD (2 WORKING DAYS),0,0,0,0,0
#0000903,6270,0,EXPRESS (1-2 WORKING DAYS),11.24,0,11.24,0,11.24
#0000906,5108,0,STANDARD (3-5 WORKING DAYS),0,0,0,0,0
#0000909,300,0,STANDARD (2 WORKING DAYS),4,0,4,0.67,3.33
#0000912,8941,0,STANDARD (3-5 WORKING DAYS),0,0,0,0,0
#0000913,599,0,STANDARD (3-5 WORKING DAYS),4.39,0,4.39,0.7,3.69
#0000915,4073,0,STANDARD (3-5 WORKING DAYS),3.34,0,3.34,0.67,2.67
#0000915,4073,0,NOR DUTY,2.23,0,2.23,0,2.23
#0000917,8660,0,STANDARD (7-14 WORKING DAYS),7.59,0,7.59,0,7.59
#0000920,1230,0,STANDARD (7-14 WORKING DAYS),7.8,0.78,7.02,0,7.8
#0000923,254,0,STANDARD (4-7 WORKING DAYS),0,0,0,0,0
#0000923,254,0,SHIPPING COST,0,0,0,0,0
#0000925,4936,0,CA DUTY,15.9,0,15.9,0,15.9
#0000925,4936,0,CA TAX,13.55,0,13.55,0,13.55
#0000925,4936,0,STANDARD (5-10 WORKING DAYS),0,0,0,0,0
#0000928,7548,0,NEXT WORKING DAY,0,0,0,0,0
#0000929,7771,0,NEXT WORKING DAY,6,0.72,5.28,0.88,5
#0000931,3135,0,STANDARD (7-14 WORKING DAYS),0,0,0,0,0
#0000934,818,0,STANDARD (4-7 WORKING DAYS),0,0,0,0,0
#0000936,4379,0,STANDARD (3-5 WORKING DAYS),0,0,0,0,0
#0000937,5,0,STANDARD (7-14 WORKING DAYS),7.55,0,7.55,0,7.55
#0000938,3058,0,STANDARD (3-5 WORKING DAYS),0,0,0,0,0
#0000941,7780,0,STANDARD (2 WORKING DAYS),4,0,4,0.67,3.33
#0000943,2318,0,STANDARD (7-14 WORKING DAYS),0,0,0,0,0
#0000948,6886,0,STANDARD (7-14 WORKING DAYS),7.58,0,7.58,0,7.58
#0000951,5255,0,STANDARD (4-7 WORKING DAYS),3.9,0,3.9,0,3.9
#0000953,5348,0,STANDARD (7-14 WORKING DAYS),0,0,0,0,0
#0000954,6983,0,STANDARD (7-14 WORKING DAYS),7.15,0,7.15,0,7.15
#0000956,644,0,EXPRESS (2-4 WORKING DAYS),11.79,0,11.79,0,11.79
#0000959,2473,0,STANDARD (7-14 WORKING DAYS),7.18,0,7.18,0,7.18
#0000960,8551,0,UNDEFINED,0,0,0,0,0
#0000961,3495,0,STANDARD (4-7 WORKING DAYS),0,0,0,0,0
#0000963,466,0,STANDARD (4-7 WORKING DAYS),0,0,0,0,0
#0000965,7365,0,EXPRESS (2-4 WORKING DAYS),0,0,0,0,0
#0000967,7594,0,UNDEFINED,11.52,0,11.52,0,11.52
#0000969,2274,0,STANDARD (4-7 WORKING DAYS),0,0,0,0,0
#0000973,2244,0,NEXT WORKING DAY,0,0,0,0,0
#0000975,9558,0,STANDARD (7-14 WORKING DAYS),5.52,0,5.52,0.5,5.02
#0000981,7266,0,STANDARD (3-5 WORKING DAYS),0,0,0,0,0
#0000986,4681,0,STANDARD (7-14 WORKING DAYS),7.22,0,7.22,0,7.22
#0000988,4711,0,STANDARD (3-5 WORKING DAYS),7.98,0,7.98,1.33,6.65
#0000990,3937,0,STANDARD (7-14 WORKING DAYS),7.05,0,7.05,0,7.05
#0000991,7330,0,STANDARD (7-14 WORKING DAYS),7.59,0,7.59,0,7.59
#0000992,1092,0,STANDARD (2-3 WORKING DAYS),4.32,0,4.32,0.69,3.63
#0000993,8892,0,STANDARD (4-7 WORKING DAYS),3.92,0,3.92,0,3.92
#0000995,3786,0,STANDARD (4-7 WORKING DAYS),0,0,0,0,0
#0000996,6933,0,EXPRESS (1-3 WORKING DAYS),11.38,0,11.38,0,11.38
#0000997,3679,0,STANDARD (4-7 WORKING DAYS),0,0,0,0,0
#0000999,5356,0,NEXT WORKING DAY,0,0,0,0,0
#0001001,6972,0,STANDARD (7-14 WORKING DAYS),5.59,0,5.59,0.51,5.08
#0001003,4802,0,STANDARD (7-14 WORKING DAYS),7.41,4.41,3,0,7.41
#0001004,7218,0,STANDARD (2-3 WORKING DAYS),0,0,0,0,0
#0001005,913,0,STANDARD (3-5 WORKING DAYS),0,0,0,0,0
#0001008,3578,0,STANDARD (2 WORKING DAYS),0,0,0,0,0
#0001021,7805,0,STANDARD (2-3 WORKING DAYS),4.44,0,4.44,0.77,3.67
